label	target
353	0.006351
354	1.566830
355	-0.198576
356	1.756399
357	0.433585
358	-0.471858
359	-1.277905
360	-1.154481
361	-1.028212
362	-1.620925
363	-1.386214
364	-1.622538
365	-1.676762
366	-1.715409
367	-1.528650
368	-1.397784
369	-1.844820
370	-2.108236
371	-1.786223
372	-2.286055
373	-1.818298
374	-2.390977
375	-2.379471
376	-1.618393
377	-1.487053
378	-2.007090
379	-0.596868
380	-1.859477
381	-1.856084
382	-2.248212
383	-2.020538
384	-1.965012
385	-1.876972
386	-2.077005
387	-2.016885
388	-2.008101
389	-2.086724
390	-2.223708
391	-1.959805
392	-1.450194
393	-1.400794
394	-0.511227
395	0.269151
396	-0.094644
397	-2.108074
398	-1.823173
399	-1.696577
400	-2.022619
401	-1.602875
402	-2.075823
403	-1.765472
404	-1.591181
405	-1.657782
406	-2.018695
407	-1.519764
408	-1.758537
409	-0.517644
410	-1.122164
411	-1.368140
412	-1.142732
413	-1.783809
414	-1.705743
415	-1.458753
416	-1.217856
417	-1.741511
418	-1.586962
419	-1.629948
420	-1.128112
421	-1.086709
422	-1.606759
423	-0.491666
424	-0.914598
425	-0.721135
426	-0.555488
427	-2.268605
428	-0.376663
429	-0.416525
430	-0.534742
431	0.214156
432	-0.838605
433	-0.631693
434	-0.736680
435	-0.655299
436	-0.453273
437	-0.651407
438	-0.537532
439	-0.605514
440	0.515221
441	0.262215
442	-0.880729
443	0.359445
444	-0.910266
445	0.370591
446	-0.529448
447	-0.616436
448	-0.646284
449	-0.942745
450	-0.872107
451	0.192939
452	0.620025
453	-1.056112
454	-0.968602
455	-1.486335
456	-1.255164
457	-1.500024
458	-1.214812
459	-1.697714
460	-0.777956
461	-0.753860
462	-0.591458
463	-1.028821
464	-0.858750
465	-0.664932
466	-0.427249
467	-0.663308
468	-0.672588
469	0.412178
470	0.555288
471	0.480058
472	-0.061972
473	-0.079346
474	0.026322
475	-0.209812
476	0.088821
477	-0.181120
478	-1.519307
479	-1.323601
480	-0.758046
481	-0.148259
482	1.331805
483	0.367201
484	0.220262
485	-0.349167
486	-0.044842
487	-0.366599
488	-0.409840
489	-0.676880
490	-0.374898
491	-0.611617
492	-0.916276
493	-1.658018
494	-1.483719
495	-1.793474
496	-1.294861
497	-1.738228
498	-1.343567
499	-1.121850
500	-1.263616
501	-0.472315
502	0.938219
503	-1.445093
504	-0.095535
505	1.183392
506	0.370368
507	0.214846
508	-0.328600
509	-0.671530
510	-0.109206
511	-0.879277
512	-0.824088
513	-0.662366
514	-0.827146
515	-1.045978
516	-1.449642
517	-1.426392
518	-0.958899
519	-1.937515
520	-1.726216
521	-1.327778
522	-1.132113
523	-0.564034
524	-0.432035
525	-1.251254
526	-1.680707
527	-2.445014
528	-1.465782
529	-1.323746
530	-1.547864
531	-1.517355
532	-1.435577
533	-1.163465
534	-0.511333
535	-0.107449
536	-1.303211
537	-0.312115
538	-0.568351
539	-0.146287
540	0.510281
541	-1.395551
542	-0.838764
543	-0.128059
544	-0.455596
545	-0.525276
546	-0.882422
547	-0.791690
548	-0.909202
549	-0.732679
550	0.033312
551	-0.762963
552	-0.703184
553	-1.324340
554	-0.479251
555	1.058414
556	1.119489
557	1.203541
558	0.785744
559	0.760674
560	0.316157
561	-0.076635
562	1.125032
563	0.641242
564	1.188134
565	0.339364
566	0.576789
567	-0.020399
568	0.267290
569	0.480818
570	0.431982
571	-0.105123
572	-1.705486
573	-0.777314
574	-1.306876
575	-0.859036
576	-1.521418
577	-0.515221
578	-0.396677
579	-0.568430
580	0.905091
581	1.388600
582	2.681597
583	2.141808
584	-0.254974
585	-0.747500
586	-0.824547
587	0.851682
588	-0.062388
589	-0.578637
590	2.562785
591	2.512052
592	1.140939
593	3.785091
594	2.478244
595	-0.330984
596	-0.963001
597	0.771821
598	0.373170
599	-1.624770
600	-0.760133
601	0.736234
602	-0.595627
603	-1.270221
604	-0.178454
605	-0.577758
606	-0.350492
607	-0.074035
608	-0.340548
609	0.264059
610	-0.036314
611	-0.197621
612	-0.618848
613	0.928190
614	3.332071
615	1.860511
616	1.058890
617	0.591632
618	0.561743
619	1.509551
620	3.800835
621	7.518383
622	3.977162
623	1.884230
624	0.703212
625	0.955998
626	0.691905
627	0.507851
628	-0.160467
629	0.250547
630	-0.015164
631	0.127623
632	2.280539
633	2.777279
634	2.680495
635	2.516735
636	1.397548
637	0.057918
638	-0.572952
639	-0.698320
640	-0.609246
641	-0.698880
642	-0.390964
643	-0.361253
644	-0.540357
645	-0.781672
646	5.186078
647	3.921337
648	2.232410
649	1.958852
650	1.513618
651	1.655143
652	1.403997
653	1.461058
654	0.909060
655	2.563017
656	2.813902
657	3.957659
658	2.216707
659	1.681387
660	1.341468
661	1.013481
662	1.226719
663	1.032261
664	0.941498
665	0.639011
666	0.332267
667	0.056064
668	-0.245584
669	-0.204103
670	0.115494
671	-0.269776
672	-0.572784
673	0.061975
674	0.162263
675	0.130032
676	-0.006644
677	-0.185764
678	0.077186
679	0.111499
680	-0.328200
681	-0.255663
682	0.160157
683	-0.224166
684	-0.075570
685	0.170480
686	0.187575
687	-0.489404
688	0.748479
689	0.815547
690	0.247193
691	-0.460735
692	-0.034893
693	-0.339762
694	-0.837636
695	-0.419085
696	0.055483
697	-0.743468
698	-0.621700
699	-0.410224
700	0.868130
701	-0.173284
702	-0.208111
703	0.524061
704	1.042340
705	0.228472
706	-0.153563
707	-0.108470
708	-0.320457
709	0.365771
710	-0.077721
711	-0.191079
712	-0.244537
713	0.301319
714	0.078364
715	-0.406682
716	0.985304
717	0.850660
718	1.205389
719	0.728331
720	-0.467266
721	-0.338911
722	-0.648955
723	-0.476025
724	-0.652778
725	-0.687750
726	-0.541897
727	-0.760478
728	-0.221352
729	-0.673764
730	-1.089445
731	-1.860254
732	-1.945331
733	-1.851521
734	-1.408185
735	-1.510728
736	-1.443990
737	-1.342002
738	0.325440
739	1.058421
740	0.031246
741	0.000352
742	-0.692822
743	-0.816021
744	-1.343271
745	-0.928451
746	-0.773316
747	-0.087422
748	-0.812849
749	-0.372622
750	0.210185
751	0.234352
752	-0.215653
753	-0.193550
754	-0.162508
755	-0.693192
756	-0.865503
757	-0.885768
758	-0.510484
759	-0.751146
760	-0.351813
761	-0.995947
762	-0.695994
763	-0.763894
764	-0.429035
765	-0.714196
766	-0.538987
767	-0.140715
768	-0.829726
769	-0.443514
770	-0.586033
771	0.644149
772	0.423344
773	0.490751
774	-0.090970
775	0.717940
776	-0.495913
777	-0.592452
778	-0.707461
779	-0.107583
780	-0.360029
781	-0.660493
782	-0.585947
783	-0.887665
784	-0.711300
785	-0.242088
786	-0.379710
787	-0.670185
788	0.219532
789	0.699945
790	0.418583
791	0.220196
792	-0.993252
793	0.616643
794	0.560403
795	-0.404501
796	3.035609
797	2.904737
798	1.711606
799	0.075871
800	-0.657972
801	-0.416699
802	-0.940285
803	-0.767112
804	-0.466995
805	-0.030104
806	-0.342206
807	0.022349
808	-0.034624
809	0.234681
810	1.127155
811	-0.207332
812	-0.404445
813	-0.437818
814	-0.759063
815	-0.157452
816	-0.439393
817	-0.773649
818	-0.862824
819	-1.022975
820	-0.944623
821	-0.901041
822	-0.990962
823	-1.304987
824	-1.670471
825	-0.736941
826	-1.330595
827	-1.124013
828	-1.258690
829	-0.380409
830	-0.830003
831	-0.912546
832	-1.316234
833	-1.257873
834	-1.262656
835	-1.553766
836	-1.276874
837	-0.780544
838	-0.483864
839	-0.980013
840	-1.333766
841	-1.586648
842	-1.675926
843	-0.957800
844	-0.661354
845	-1.687523
846	-1.440284
847	4.108504
848	2.236253
849	-0.480326
850	0.355531
851	2.619118
852	2.442613
853	2.184405
854	0.990825
855	0.376999
856	-0.485610
857	-0.420063
858	-0.490722
859	-0.310910
860	-0.189661
861	0.128360
862	-0.406213
863	-0.375274
864	0.746066
865	0.855862
866	0.691099
867	-0.140184
868	-0.094482
869	0.218215
870	0.556679
871	0.184928
872	0.292055
873	-0.511153
874	-0.234351
875	-0.661632
876	-0.497137
877	1.151667
878	-0.111793
879	-0.430094
880	-0.761810
881	0.261683
882	0.324322
883	0.435475
884	0.634688
885	0.508736
886	0.367857
887	0.418918
888	0.086561
889	0.244116
890	0.086091
891	0.391864
892	0.276705
893	-0.097372
894	0.119283
895	0.886702
896	0.700314
897	0.491746
898	0.836833
899	1.672989
900	0.570038
901	0.523168
902	1.074425
903	0.722911
904	0.659578
905	0.616942
906	0.430921
907	0.019159
908	0.202865
909	0.327229
910	0.380397
911	-0.485616
912	-0.034214
913	-0.945661
914	-0.093472
915	1.195444
916	0.793775
917	0.492310
918	0.437322
919	0.599389
920	0.302776
921	1.249060
922	1.346646
923	0.457479
924	-0.261272
925	-0.057057
926	-0.366803
927	-0.211723
928	-0.305311
929	0.033391
930	0.268065
931	-0.784227
932	-1.392018
933	-0.948412
934	-1.210803
935	-1.272293
936	0.104976
937	-0.272084
938	0.466136
939	0.474690
940	0.234654
941	0.617333
942	0.282452
943	0.688042
944	0.886310
945	0.279339
946	-0.887029
947	0.063174
948	-0.075169
949	0.224577
950	0.180528
951	-0.583492
952	-0.130794
953	-0.457458
954	0.544824
955	1.365626
956	1.293646
957	-0.077104
958	0.019418
959	0.188397
960	0.316678
961	0.102022
962	0.115421
963	1.166789
964	0.684557
965	0.090999
966	-0.835142
967	0.604684
968	0.486194
969	-0.230168
970	0.272365
971	-0.408602
972	-0.146504
973	-0.223743
974	-0.232925
975	0.295557
976	0.665006
977	0.522365
978	1.741470
979	0.081850
980	-0.056089
981	0.172431
982	0.104581
983	0.437033
984	-0.215812
985	0.006449
986	0.026707
987	0.140807
988	1.717390
989	0.650700
990	-0.495901
991	-0.115563
992	-0.570606
993	-0.864576
994	0.429351
995	-0.081293
996	0.228468
997	0.212982
998	-0.182159
999	-0.385276
1000	-0.712805
1001	-0.462449
1002	-1.133559
1003	-0.830054
1004	-0.296995
1005	-0.677823
1006	-0.342606
1007	-0.750993
1008	1.057785
1009	0.423113
1010	-0.081494
1011	-0.272318
1012	-0.616220
1013	-0.538479
1014	-0.216194
1015	-0.591039
1016	-0.675071
1017	-0.200252
1018	-0.802202
1019	-1.253904
1020	-2.230207
1021	1.558679
1022	0.871325
1023	0.345795
1024	0.438973
1025	0.531011
1026	0.771792
1027	3.188205
1028	5.435929
1029	1.943233
1030	0.519274
1031	0.665364
1032	0.855840
1033	1.046693
1034	0.603889
1035	4.651080
1036	2.768694
1037	2.586107
1038	1.888170
1039	1.939804
1040	1.679363
1041	1.757936
1042	1.387092
1043	1.080042
1044	0.948837
1045	-0.188157
1046	-0.156270
1047	0.181680
1048	0.191094
1049	-0.225798
1050	-0.093714
1051	-0.629144
1052	-0.023953
1053	-0.034838
1054	-0.472374
1055	0.394267
1056	0.382862
1057	-1.003315
1058	-0.569953
1059	0.515811
1060	0.578341
1061	0.714568
1062	1.063767
1063	0.816014
1064	1.080451
1065	0.425080
1066	0.503216
1067	0.637090
1068	-0.635333
1069	-1.057308
1070	-0.335009
1071	0.051638
1072	-0.512260
1073	-0.225787
1074	-0.938958
1075	-0.705129
1076	0.092520
1077	0.336270
1078	0.292584
1079	0.564438
1080	0.389696
1081	0.316851
1082	1.446915
1083	1.324163
1084	0.747656
1085	1.455163
1086	1.086484
1087	-0.110627
1088	-0.411090
1089	-0.314067
1090	1.067162
1091	1.521545
1092	1.973997
1093	0.225333
1094	0.704821
1095	0.072847
1096	1.650476
1097	-0.023341
1098	-0.140888
1099	0.100002
1100	0.528898
1101	0.624168
1102	0.761667
1103	0.428668
1104	0.697024
1105	1.100361
1106	0.913243
1107	1.042794
1108	0.905184
1109	0.158621
1110	0.943310
1111	0.790397
1112	1.094101
1113	0.837500
1114	0.709540
1115	0.875885
1116	0.307038
1117	-0.155214
1118	-0.109723
1119	0.185223
1120	-0.047860
1121	0.373820
1122	-0.189881
1123	0.216884
1124	0.859668
1125	0.593007
1126	0.577612
1127	0.470741
1128	0.876883
1129	0.864232
1130	1.180365
1131	1.344041
1132	1.419140
1133	1.316562
1134	1.449774
1135	0.991820
1136	1.940641
1137	1.518948
1138	1.257096
1139	0.478670
1140	-0.359621
1141	-1.408319
1142	-0.081438
1143	-0.243409
1144	-0.392466
1145	-0.134106
1146	-0.119563
1147	-0.083909
1148	0.057517
1149	-0.027847
1150	-0.122750
1151	0.745407
1152	-0.020275
1153	-0.564839
1154	-0.252627
1155	-0.745638
1156	0.209801
1157	1.382313
1158	1.491951
1159	0.813514
1160	0.842159
1161	1.818278
1162	0.291593
1163	-0.148499
1164	-0.958691
1165	-0.983376
1166	1.548462
1167	0.308348
1168	1.381530
1169	1.722842
1170	1.467560
1171	1.569526
1172	-0.108792
1173	0.282551
1174	-0.158058
1175	-0.259102
1176	-0.009799
1177	0.029880
1178	-0.297751
1179	-0.210890
1180	-0.446157
1181	-0.017027
1182	-0.176179
1183	-0.084563
1184	0.003438
1185	0.865907
1186	-0.162410
1187	-0.568335
1188	-0.059130
1189	-0.002709
1190	0.153194
1191	-0.416258
1192	-0.481752
1193	-0.029697
1194	-0.151801
1195	0.431126
1196	-0.555901
1197	-0.414257
1198	-0.755295
1199	-0.433845
1200	-0.225579
1201	-0.405057
1202	-0.514057
1203	0.105310
1204	-0.008554
1205	0.253709
1206	0.519991
1207	0.050037
1208	-0.850880
1209	-0.401452
1210	-0.649263
1211	-0.378027
1212	0.204020
1213	0.487994
1214	0.696365
1215	0.596037
1216	-0.514419
1217	0.316526
1218	-0.657588
1219	-0.838713
1220	0.344206
1221	0.770182
1222	0.680004
1223	0.553399
1224	0.376417
1225	0.056160
1226	1.378535
1227	0.769229
1228	0.593419
1229	0.007562
1230	-0.194110
1231	-0.301447
1232	-0.356356
1233	-0.207388
1234	-0.208765
1235	-0.268756
1236	-0.581916
1237	-0.278976
1238	-0.819166
1239	-0.791310
1240	-0.365810
1241	-0.047753
1242	-0.479017
1243	0.420312
1244	0.841202
1245	1.615113
1246	1.371817
1247	1.990764
1248	2.470350
1249	1.099280
1250	0.737006
1251	0.495167
1252	-0.366141
1253	-0.440021
1254	-0.156218
1255	-0.597737
1256	-0.481092
1257	-0.388197
1258	-0.104819
1259	-0.442724
1260	-0.128152
1261	-0.835136
1262	-0.973430
1263	-0.511205
1264	-0.742033
1265	-1.005147
1266	-0.524512
1267	0.718415
1268	0.098686
1269	-0.052652
1270	-0.222536
1271	-0.580483
1272	-0.207250
1273	-0.246948
1274	-0.655257
1275	-0.203500
1276	-0.245857
1277	-0.883248
1278	-0.590053
1279	-0.747762
1280	-0.774184
1281	-0.982057
1282	-0.197560
1283	-0.878628
1284	0.849715
1285	-0.940590
1286	-0.996770
1287	-0.676693
1288	0.532384
1289	-1.859056
1290	0.246147
1291	0.142985
1292	0.376922
1293	-0.058845
1294	-0.473848
1295	-1.352117
1296	-0.703398
1297	-0.314406
1298	-0.115811
1299	0.348579
1300	2.200684
1301	-0.076922
1302	-0.481775
1303	-1.371212
1304	-0.291368
1305	-0.887230
1306	2.010018
1307	-0.143922
1308	-0.315304
1309	-0.563853
1310	-0.200223
1311	-0.863679
1312	-0.649943
1313	-0.035424
1314	0.162585
1315	-0.287372
1316	0.763443
1317	1.018714
1318	1.133968
1319	0.749493
1320	0.563490
1321	0.574969
1322	-0.062229
1323	0.498070
1324	0.028559
1325	-0.307950
1326	-0.615490
1327	-0.396008
1328	-0.289860
1329	-0.126763
1330	0.155342
1331	0.354614
1332	0.195724
1333	0.895307
1334	2.097548
1335	1.340745
1336	0.443556
1337	-0.637929
1338	-0.615735
1339	-0.776125
1340	-0.644766
1341	-0.429164
1342	-0.384082
1343	-0.040046
1344	0.079026
1345	1.029671
1346	1.015975
1347	-0.405049
1348	-0.671700
1349	-0.678487
1350	-0.412974
1351	0.335241
1352	2.763599
1353	1.623628
1354	1.386579
1355	1.307105
1356	1.245605
1357	0.861678
1358	0.496958
1359	0.130649
1360	-0.076167
1361	0.717941
1362	0.318747
1363	0.492481
1364	0.226985
1365	-0.136750
1366	-0.515089
1367	-0.407091
1368	-0.397051
1369	-0.672709
1370	0.553363
1371	-0.672241
1372	-0.906703
1373	1.038602
1374	0.494340
1375	-0.761557
1376	-0.881596
1377	-0.636366
1378	-0.059554
1379	0.467663
1380	-0.164986
1381	-0.152225
1382	0.341312
1383	0.325505
1384	2.223887
1385	2.122705
1386	2.361840
1387	1.165956
1388	0.428724
1389	0.302565
1390	-0.682485
1391	0.154234
1392	1.423694
1393	2.419472
1394	3.683725
1395	3.810529
1396	2.657889
1397	2.079219
1398	1.735848
1399	2.123152
1400	1.202566
1401	1.602809
1402	1.445560
1403	0.988794
1404	0.175645
1405	-0.681525
1406	-1.511454
1407	-0.095935
1408	0.335460
1409	0.081884
1410	0.981622
1411	0.724866
1412	1.077868
1413	1.789690
1414	1.611893
1415	3.236789
1416	4.829973
1417	3.607507
1418	3.490470
1419	2.332453
1420	2.064828
1421	1.320706
1422	0.743828
1423	0.410931
1424	0.546734
1425	0.191535
1426	-0.739799
1427	0.337978
1428	0.522063
1429	0.914719
1430	1.111583
1431	0.996811
1432	0.756841
1433	0.754760
1434	1.001075
1435	0.835790
1436	0.647871
1437	1.081739
1438	1.528754
1439	1.513000
1440	0.813446
1441	1.214911
1442	2.403411
1443	1.892648
1444	1.365946
1445	1.485734
1446	1.433852
1447	1.466960
1448	1.263744
1449	-0.760218
1450	-1.006675
1451	-1.939250
1452	-1.723390
1453	-1.796696
1454	-1.979856
1455	-1.966638
1456	-1.553061
1457	-1.764365
1458	-1.807443
1459	-1.353579
1460	-1.689502
1461	-1.434161
1462	-1.592051
1463	-1.814648
1464	-1.956346
1465	-1.199505
1466	-1.482742
1467	-1.429247
1468	-1.823131
1469	-0.837019
1470	-1.248786
1471	-1.627335
1472	-1.970003
1473	-1.776163
1474	-1.412853
1475	-1.515303
1476	-0.604459
1477	-1.460690
1478	-1.350173
1479	-1.234905
1480	-1.599088
1481	-1.681294
1482	-2.020721
1483	-1.909510
1484	-1.704495
1485	-1.330013
1486	-1.648636
1487	-0.445446
1488	0.678184
1489	-1.787200
1490	-2.051592
1491	-2.066969
1492	-2.009390
1493	-1.186993
1494	0.097680
1495	-0.835535
1496	-0.283774
1497	-0.527118
1498	-1.435184
1499	-1.680929
1500	-1.475312
1501	1.668565
1502	-0.668321
1503	-0.688011
1504	-1.377477
1505	-0.696374
1506	-2.837884
1507	-3.064974
1508	-3.057218
1509	-2.051109
1510	-2.228668
1511	-2.204351
1512	-1.987982
1513	-0.955780
1514	-1.122974
1515	-1.650082
1516	-1.964914
1517	-2.325064
1518	-1.882035
1519	-1.771831
1520	-1.702801
1521	-1.330688
1522	-1.472385
1523	-1.623909
1524	-1.922003
1525	-1.707898
1526	-2.105721
1527	-1.784993
1528	-1.673788
1529	0.078352
1530	0.373790
1531	-2.268855
1532	-2.532934
1533	-1.544688
1534	-1.861110
1535	-2.215335
1536	-1.778816
1537	-1.601322
1538	-1.804960
1539	-2.142635
1540	-2.297571
1541	-1.426725
1542	-1.832536
1543	-1.566936
1544	-1.332685
1545	-0.796701
1546	-1.598539
1547	-1.919653
1548	-1.002535
1549	0.851467
1550	-0.281813
1551	2.157626
1552	1.612641
1553	0.804159
1554	0.543473
1555	1.339590
1556	1.349659
1557	-0.479389
1558	-0.602243
1559	-0.725357
1560	-1.102441
1561	-1.421586
1562	-0.604130
1563	-1.141214
1564	-0.890425
1565	0.042209
1566	0.975238
1567	1.466836
1568	-0.186301
1569	-0.159016
1570	-0.572575
1571	-0.506072
1572	0.698998
1573	-0.572386
1574	0.257448
1575	0.781427
1576	1.074476
1577	2.122481
1578	2.323647
1579	1.117940
1580	1.231588
1581	0.705172
1582	0.706283
1583	1.184417
1584	1.327988
1585	1.019703
1586	2.006661
1587	1.018462
1588	1.878204
1589	1.399840
1590	0.797107
1591	0.630509
1592	0.305300
1593	0.732674
1594	0.346473
1595	0.065192
1596	-0.042018
1597	0.058730
1598	0.780774
1599	0.260912
1600	0.727473
1601	0.795411
1602	0.673217
1603	0.973027
1604	1.703568
1605	1.044668
1606	0.481454
1607	0.978634
1608	0.811390
1609	0.937985
1610	0.800984
1611	0.737689
1612	0.904194
1613	1.674694
1614	0.353669
1615	-0.244869
1616	-0.328826
1617	0.131082
1618	0.759893
1619	0.780308
1620	0.851387
1621	0.177311
1622	0.507318
1623	-0.111124
1624	0.120136
1625	0.169441
1626	-0.342078
1627	0.050242
1628	-0.114549
1629	-0.176711
1630	0.069709
1631	0.116301
1632	-0.075615
1633	-0.398722
1634	-0.017246
1635	-0.880739
1636	-0.511586
1637	-0.943113
1638	-0.508437
1639	-0.525117
1640	-0.192351
1641	0.149871
1642	0.458842
1643	0.508211
1644	0.494851
1645	0.540886
1646	0.057136
1647	-0.121752
1648	-0.236816
1649	1.972468
1650	2.058474
1651	4.527487
1652	5.002141
1653	2.859125
1654	1.886464
1655	2.327476
1656	2.559903
1657	1.593472
1658	1.303580
1659	1.650323
1660	1.677922
1661	2.054869
1662	0.930758
1663	1.483925
1664	1.004531
1665	1.516650
1666	1.631959
1667	2.083703
1668	2.593285
1669	1.532443
1670	2.355725
1671	2.199800
1672	1.810032
1673	1.804411
1674	1.766920
1675	1.339226
1676	1.508474
1677	1.079626
1678	1.569370
1679	1.490155
1680	1.079479
1681	0.750227
1682	0.513542
1683	0.684603
1684	0.404410
1685	0.517082
1686	0.459270
1687	0.493514
1688	-0.205390
1689	-0.075420
1690	-0.119116
1691	0.072275
1692	-0.032977
1693	0.197526
1694	1.321421
1695	0.071903
1696	1.151037
1697	1.372564
1698	0.652115
1699	1.125317
1700	0.299927
1701	1.628042
1702	0.139058
1703	1.080784
1704	0.567078
1705	0.458503
1706	1.115968
1707	1.487516
1708	1.589319
1709	1.689148
1710	2.370979
1711	1.119954
1712	1.525388
1713	2.257974
1714	1.955401
1715	4.697735
1716	4.391438
1717	3.665406
1718	4.845876
1719	2.952832
1720	2.269272
1721	2.047936
1722	4.088030
1723	4.070700
1724	3.996576
1725	4.146337
1726	4.013175
1727	2.769449
1728	3.932491
1729	3.519053
1730	2.378058
1731	2.021633
1732	2.248261
1733	2.497421
1734	2.445834
1735	2.104106
1736	1.772326
1737	1.463374
1738	1.798460
1739	1.595327
1740	1.606947
1741	1.696694
1742	1.651303
1743	0.737807
1744	0.915997
1745	1.177319
1746	1.153663
